settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow
2023-01-16,9,22417,24753,20470,1509,6545,0,13080,0,1270,1499,991,1002,-300,-166,999,1397,997
2023-01-16,10,22620,24961,20595,1576,6545,0,13080,0,1281,1498,987,1003,-300,-160,999,1385,997
2023-01-16,11,23089,25167,21000,1645,6545,0,13080,0,1228,1445,819,620,-226,-24,776,1237,998
2023-01-16,12,24272,26026,22061,1713,6545,0,13080,0,1048,1441,806,571,-78,-28,768,1223,993
2023-01-16,13,27478,28305,24972,1776,6545,0,13080,0,227,1223,725,745,56,66,783,1273,856
2023-01-16,14,30168,30780,27489,1838,6545,0,13080,0,12,1214,726,752,11,33,784,1249,850
2023-01-16,15,33424,34159,30471,1905,6545,0,13080,0,7,1342,960,733,-65,-63,779,875,988
2023-01-16,16,35503,36533,32307,1972,6545,0,13080,0,7,1349,976,733,-219,-204,778,857,998
2023-01-16,17,37238,38474,33847,2036,6545,1,13080,0,7,1371,977,892,-371,-258,690,1213,998
2023-01-16,18,37697,38969,34307,2099,6545,83,13080,0,7,1367,974,904,-444,-221,687,1257,998
2023-01-16,19,38195,39619,34739,2143,6545,364,13080,0,7,1193,863,999,-450,-367,744,1257,999
2023-01-16,20,38423,39886,34942,2186,6545,697,13080,0,8,1182,859,1003,-450,-405,746,1227,999
2023-01-16,21,38212,39754,34717,2238,6545,1166,13080,0,8,1206,965,1003,-450,-484,640,857,989
2023-01-16,22,38457,40043,34974,2290,6545,1756,13080,0,7,1184,957,1003,-450,-529,637,782,988
2023-01-16,23,37657,39243,34168,2316,6545,2154,13080,0,7,327,396,1003,-450,-529,686,408,954
2023-01-16,24,37245,38832,33806,2342,6545,2440,13080,0,7,266,357,1003,-450,-530,688,344,952
2023-01-16,25,37155,38743,33704,2351,6545,3019,13080,0,8,94,328,1003,-450,-530,839,122,996
2023-01-16,26,36907,38497,33458,2360,6545,3168,13080,0,11,89,328,1002,-450,-529,845,95,997
2023-01-16,27,36808,38398,33423,2270,6545,3152,13080,0,11,245,406,709,-450,-529,757,105,953
2023-01-16,28,36689,38279,33380,2180,6545,3003,13080,0,11,268,420,658,-450,-529,754,118,949
2023-01-16,29,36844,38434,33554,2039,6545,2563,13080,0,11,962,749,105,-450,-529,663,273,923
2023-01-16,30,37146,38733,33793,1898,6545,2141,13080,0,7,1005,769,103,-450,-530,660,302,919
2023-01-16,31,38009,39600,34591,1782,6545,1278,13080,0,10,880,675,634,-451,-530,676,417,855
2023-01-16,32,39238,40831,35816,1665,6545,412,13080,0,12,874,664,662,-451,-530,676,456,851
2023-01-16,33,40436,42026,36840,1627,6545,23,13080,0,9,871,500,3,-451,-530,675,769,849
2023-01-16,34,42030,43617,38244,1588,6545,0,13080,0,5,869,486,0,-451,-531,676,837,852
2023-01-16,35,43304,44887,39452,1546,6545,0,13080,0,1,736,368,448,-451,-531,1007,1210,990
2023-01-16,36,43671,45253,39822,1503,6545,0,13080,0,1,727,356,510,-451,-530,1019,1257,1000
2023-01-16,37,43233,44815,39494,1458,6545,0,13080,0,1,665,205,834,-451,-530,1018,1257,1000
2023-01-16,38,42665,44249,39002,1412,6545,0,13080,0,2,667,214,869,-451,-531,1017,1246,999
2023-01-16,39,41773,43361,38202,1389,6545,0,13080,0,6,1062,872,903,-451,-531,1019,1112,1000
2023-01-16,40,40633,42219,37219,1365,6545,0,13080,0,4,1078,908,903,-451,-531,1019,1095,998
2023-01-16,41,39492,41081,36183,1330,6545,0,13080,0,7,896,596,903,-451,-531,844,1095,948
2023-01-16,42,38013,39604,34846,1294,6545,0,13080,0,9,872,572,904,-451,-531,838,1095,939
2023-01-16,43,36163,37754,33151,1268,6545,0,13080,0,10,257,471,1002,-451,-530,994,1095,737
2023-01-16,44,34512,36101,31637,1242,6545,0,13080,0,9,215,457,1002,-451,-529,999,1095,719
2023-01-16,45,32400,34002,29646,1218,6545,0,13080,0,6,-79,201,1002,-451,-466,937,1095,562
2023-01-16,46,30542,32221,27966,1194,6545,0,13080,0,19,-84,184,1003,-451,-525,935,1106,563
2023-01-16,47,28670,30823,26241,1133,6545,0,13080,0,640,701,213,1003,-451,-462,991,1240,972
2023-01-16,48,27529,30056,25218,1071,6545,0,13080,0,1022,741,219,1003,-451,-454,993,1257,999
2023-01-17,1,27281,29606,25096,1060,6545,0,13080,0,855,849,370,1003,-435,-435,923,1257,1000
2023-01-17,2,27763,29994,25610,1049,6545,0,13080,0,999,856,374,1004,-338,-294,920,1257,998
2023-01-17,3,27452,30008,25317,1042,6545,0,13080,0,1172,1069,154,1003,-429,-355,873,1257,953
2023-01-17,4,27078,29683,24971,1035,6545,0,13080,0,1170,1082,148,1002,-451,-384,872,1257,950
2023-01-17,5,26859,29457,24760,1029,6545,0,13080,0,1207,1237,452,1003,-451,-340,990,1257,950
2023-01-17,6,26596,29184,24502,1023,6545,0,13080,0,1217,1243,475,1003,-451,-320,994,1257,950
2023-01-17,7,26255,28685,24121,1047,6545,0,13080,0,1211,1084,545,1003,-451,-168,873,1257,950
2023-01-17,8,25934,28290,23778,1070,6545,0,13080,0,1190,1069,545,1003,-451,-115,868,1257,939
2023-01-17,9,25752,28093,23602,1072,6545,0,13080,0,1194,759,372,1003,-433,-114,597,1257,536
2023-01-17,10,25780,28098,23622,1073,6545,0,13080,0,1258,728,351,1003,-303,-157,569,1256,509
2023-01-17,11,26415,28050,24164,1078,6545,0,13080,0,634,225,52,1003,-152,-25,-224,1257,461
2023-01-17,12,27564,28746,25212,1083,6545,0,13080,0,309,182,20,1001,-2,0,-271,1256,452
2023-01-17,13,30543,32147,27976,1061,6545,0,13080,0,34,-208,-402,883,138,69,-360,1257,273
2023-01-17,14,33414,34980,30646,1038,6545,0,13080,0,7,-191,-406,881,72,150,-362,1257,271
2023-01-17,15,36520,37213,33500,1069,6545,0,13080,0,11,909,448,787,-68,26,-14,1257,590
2023-01-17,16,38252,39010,35011,1099,6545,0,13080,0,11,1007,519,782,-147,0,0,1257,620
2023-01-17,17,39650,40443,36241,1113,6545,16,13080,0,11,1473,948,949,-182,0,0,1257,939
2023-01-17,18,40186,40907,36718,1127,6545,300,13080,0,11,1500,974,961,-110,0,0,1256,959
2023-01-17,19,41126,42015,37556,1170,6545,971,13080,0,3,1495,846,1001,-236,-50,42,1256,900
2023-01-17,20,41004,42007,37425,1212,6545,1760,13080,0,9,1490,828,1003,-385,-9,44,1256,900
2023-01-17,21,40427,41405,36815,1255,6545,2455,13080,0,10,1212,462,1003,-368,0,2,1256,994
2023-01-17,22,40129,41146,36602,1297,6545,2984,13080,0,11,1194,443,1003,-406,0,2,1256,1000
2023-01-17,23,39713,40833,36268,1371,6545,3504,13080,0,9,972,657,1003,-449,-62,422,1257,994
2023-01-17,24,39717,40888,36303,1445,6545,3935,13080,0,11,949,669,1002,-451,-109,440,1257,994
2023-01-17,25,39590,40732,36138,1541,6545,4169,13080,0,10,353,572,1003,-451,-81,475,1257,1000
2023-01-17,26,38926,40106,35570,1637,6545,4059,13080,0,7,310,566,1004,-451,-122,477,1257,996
2023-01-17,27,38394,39423,35124,1666,6545,3731,13080,0,6,159,572,808,-414,-9,388,1257,816
2023-01-17,28,38341,39234,35090,1694,6545,3310,13080,0,7,141,561,802,-286,0,384,1257,798
2023-01-17,29,38081,39172,34908,1705,6545,2706,13080,0,7,-302,192,952,-182,0,109,1257,587
2023-01-17,30,38506,39629,35357,1715,6545,2073,13080,0,11,-329,165,948,-183,0,98,1257,572
2023-01-17,31,39277,40285,36145,1708,6545,1202,13080,0,11,-358,137,407,-39,0,47,1257,541
2023-01-17,32,40268,41234,37180,1700,6545,375,13080,0,7,-359,138,379,68,30,47,1256,545
2023-01-17,33,41727,42650,38554,1765,6545,24,13080,0,7,-316,234,516,152,0,402,1256,743
2023-01-17,34,43138,44046,39690,1830,6545,111,13080,0,5,-303,243,521,191,25,415,1256,755
2023-01-17,35,43937,44539,40452,1864,6545,56,13080,0,2,310,332,596,49,0,93,1256,740
2023-01-17,36,43776,44415,40355,1897,6545,0,13080,0,2,342,329,600,-37,0,80,1256,737
2023-01-17,37,43213,43815,39934,1936,6545,0,13080,0,2,66,3,679,59,0,46,1257,660
2023-01-17,38,42998,43614,39877,1975,6545,0,13080,0,3,69,-13,685,46,6,46,1246,655
2023-01-17,39,42571,43184,39582,2038,6545,0,13080,0,13,768,268,990,147,62,351,1112,663
2023-01-17,40,41163,41790,38378,2100,6545,0,13080,0,10,791,285,1003,87,-17,363,1095,659
2023-01-17,41,39856,40541,37124,2136,6545,0,13080,0,9,-76,228,1002,161,12,441,1095,524
2023-01-17,42,38283,39017,35648,2171,6545,0,13080,0,12,-122,220,1002,81,0,444,1095,509
2023-01-17,43,36170,36813,33747,2213,6545,0,13080,0,43,534,119,1003,156,0,238,1095,310
2023-01-17,44,34140,34863,31868,2254,6545,0,13080,0,123,561,109,1003,82,58,231,1095,291
2023-01-17,45,32204,33040,30085,2300,6545,0,13080,0,90,-94,13,1003,-52,12,245,1095,69
2023-01-17,46,30284,31398,28339,2345,6545,0,13080,0,123,-127,10,1003,-202,-62,246,1095,54
2023-01-17,47,28214,29310,26422,2403,6545,0,13080,0,199,232,142,1003,-220,-77,142,1095,61
2023-01-17,48,26766,28196,25055,2460,6545,0,13080,0,627,262,150,1002,-203,0,138,1095,61
2023-01-18,1,26537,27911,24882,2514,6545,0,13080,0,709,650,155,1003,-65,0,97,1095,61
2023-01-18,2,27035,28657,25346,2567,6545,0,13080,0,1022,659,152,1003,68,0,95,1095,64
2023-01-18,3,26680,28592,25034,2598,6545,0,13080,0,1312,82,45,955,64,0,316,1095,188
2023-01-18,4,26172,27994,24528,2628,6545,0,13080,0,1165,46,46,953,-57,0,324,1095,195
2023-01-18,5,25797,27781,24195,2674,6545,0,13080,0,1252,-37,348,755,-87,0,-8,1095,195
2023-01-18,6,25539,27546,23915,2719,6545,0,13080,0,1256,-49,360,747,-81,0,-21,1066,195
2023-01-18,7,25036,27274,23457,2738,6545,0,13080,0,1184,-454,49,725,62,0,91,694,187
2023-01-18,8,24660,27031,23055,2757,6545,0,13080,0,1271,-500,12,724,205,0,94,677,164
2023-01-18,9,24509,27830,22840,2745,6545,0,13080,0,1145,-438,-544,799,337,37,177,1049,-594
2023-01-18,10,24645,27614,22967,2733,6545,0,13080,0,703,-436,-586,801,277,182,166,1095,-644
2023-01-18,11,25396,28609,23614,2746,6545,0,13080,0,35,-639,-714,733,374,332,-539,1095,-686
2023-01-18,12,26623,29881,24709,2758,6545,0,13080,0,6,-659,-725,732,400,403,-577,1095,-691
2023-01-18,13,29812,33850,27652,2704,6545,0,13080,0,7,-1146,-816,495,400,480,-758,1095,-711
2023-01-18,14,32477,36566,30147,2649,6545,0,13080,0,5,-1179,-825,485,400,368,-764,1095,-716
2023-01-18,15,35847,40263,33212,2641,6545,0,13080,0,6,-1421,-918,594,388,348,-657,1095,-814
2023-01-18,16,38020,42461,35129,2633,6545,0,13080,0,6,-1430,-927,600,399,471,-653,1095,-825
2023-01-18,17,39118,43498,36040,2646,6545,24,13080,0,6,-1299,-1010,836,399,410,-454,1095,-1011
2023-01-18,18,39434,43805,36311,2659,6545,358,13080,0,7,-1293,-1009,858,399,479,-447,1095,-1015
2023-01-18,19,40113,43650,36941,2645,6545,1241,13080,0,3,-1260,-754,1001,347,364,-192,1095,-728
2023-01-18,20,39865,43361,36664,2631,6545,2214,13080,0,6,-1249,-740,1003,396,259,-183,1095,-718
2023-01-18,21,39182,42676,35955,2652,6545,2896,13080,0,7,-888,-878,1002,400,247,-116,1095,-1005
2023-01-18,22,38784,42284,35508,2673,6545,3528,13080,0,7,-875,-882,1003,362,154,-113,1092,-1023
2023-01-18,23,38295,41861,35051,2699,6545,3844,13080,0,7,-1231,-705,1003,329,21,156,1045,-1023
2023-01-18,24,37715,41290,34464,2724,6545,4131,13080,0,7,-1252,-692,1003,260,0,166,1022,-1024
2023-01-18,25,37758,41239,34449,2744,6545,4081,13080,0,7,-1172,-678,1002,349,0,379,815,-1024
2023-01-18,26,37353,40828,34074,2764,6545,4037,13080,0,7,-1169,-678,1002,360,0,387,782,-1021
2023-01-18,27,37108,40644,33866,2689,6545,3859,13080,0,7,-1277,-703,1002,400,42,512,697,-949
2023-01-18,28,36762,40304,33594,2613,6545,3499,13080,0,7,-1285,-706,1003,387,84,517,682,-944
2023-01-18,29,37191,40894,33987,2536,6545,3013,13080,0,4,-1376,-779,1003,387,233,371,626,-944
2023-01-18,30,37435,41156,34231,2459,6545,2242,13080,0,10,-1382,-783,1003,400,213,366,614,-946
2023-01-18,31,38278,41334,34988,2402,6545,1351,13080,0,10,-684,-744,1003,362,63,260,552,-1018
2023-01-18,32,39597,42301,36273,2345,6545,461,13080,0,7,-351,-730,1004,330,28,256,574,-1016
2023-01-18,33,40899,43207,37437,2335,6545,41,13080,0,5,-481,-334,1003,180,-31,-40,946,-817
2023-01-18,34,42188,44431,38534,2324,6545,0,13080,0,7,-478,-307,1002,37,11,-50,999,-801
2023-01-18,35,43213,45026,39525,2290,6545,0,13080,0,3,-112,-286,1003,-68,-61,278,1085,-683
2023-01-18,36,43274,45283,39635,2255,6545,0,13080,0,2,-87,-273,1004,-219,-154,290,1095,-674
2023-01-18,37,43060,44776,39547,2247,6545,0,13080,0,2,-101,145,1002,-370,-33,48,1095,-610
2023-01-18,38,42548,44350,39076,2238,6545,0,13080,0,4,-99,173,1002,-440,-63,49,1095,-596
2023-01-18,39,41770,43240,38386,2224,6545,0,13080,0,15,111,134,1003,-353,-210,709,1095,-292
2023-01-18,40,40838,42370,37508,2210,6545,0,13080,0,9,124,130,1003,-428,-227,744,1095,-268
2023-01-18,41,39547,41024,36260,2182,6545,0,13080,0,7,210,66,1002,-450,-332,613,1095,-88
2023-01-18,42,37893,39228,34729,2154,6545,0,13080,0,10,178,55,1003,-422,-226,609,1095,-77
2023-01-18,43,36208,38356,33160,2123,6545,0,13080,0,8,-852,-186,1003,-288,-102,458,1095,-112
2023-01-18,44,34680,37062,31736,2091,6545,0,13080,0,7,-921,-194,1002,-336,-206,453,1095,-118
2023-01-18,45,32653,34907,29881,2050,6545,0,13080,0,6,-600,116,1003,-407,-358,444,1095,-283
2023-01-18,46,30790,33169,28150,2008,6545,0,13080,0,13,-574,135,1002,-402,-500,444,1095,-290
2023-01-18,47,28953,31568,26458,1857,6545,0,13080,0,885,-162,59,1003,-355,-462,339,1095,-151
2023-01-18,48,27602,30290,25131,1706,6545,0,13080,0,1044,-153,44,1003,-433,-314,336,1095,-144
2023-01-19,1,27324,30676,24901,1666,6545,0,13080,0,1047,-593,-318,1003,-439,-165,582,1095,-190
2023-01-19,2,28272,31376,25867,1625,6545,0,13080,0,982,-613,-336,1003,-355,-26,592,1095,-192
2023-01-19,3,28146,30961,25758,1567,6545,0,13080,0,1147,-342,-110,1003,-440,-17,549,1095,-159
2023-01-19,4,27553,30619,25225,1508,6545,0,13080,0,1298,-326,-90,1003,-451,-148,548,1095,-153
2023-01-19,5,27107,29953,24811,1489,6545,0,13080,0,1237,-246,91,1003,-451,-300,430,1095,-12
2023-01-19,6,26951,29868,24653,1470,6545,0,13080,0,1298,-245,95,1003,-451,-318,425,1095,-5
2023-01-19,7,26443,29770,24147,1412,6545,0,13080,0,1252,-512,-208,1003,-451,-183,634,1095,-121
2023-01-19,8,26055,29442,23804,1353,6545,0,13080,0,1208,-533,-242,1003,-451,-216,641,1095,-137
2023-01-19,9,25739,30301,23540,1347,6545,0,13080,0,1273,-953,-695,1003,-436,-106,593,1095,-499
2023-01-19,10,25909,30385,23725,1341,6545,0,13080,0,1193,-976,-734,1003,-308,-139,591,1095,-526
2023-01-19,11,26595,30731,24378,1330,6545,0,13080,0,629,-1021,-1004,1004,-157,-29,392,1095,-696
2023-01-19,12,27995,31923,25714,1318,6545,0,13080,0,495,-1024,-1023,1003,-78,0,385,1095,-708
2023-01-19,13,30993,34853,28517,1314,6545,0,13080,0,67,-1164,-1023,1002,-216,-26,444,1095,-764
2023-01-19,14,33672,37725,31018,1310,6545,0,13080,0,63,-1144,-1020,1002,-296,-161,445,1106,-769
2023-01-19,15,36629,40792,33693,1335,6545,0,13080,0,60,-1027,-924,1003,-428,-313,71,1240,-811
2023-01-19,16,37928,42147,34749,1359,6545,0,13080,0,11,-1018,-912,1003,-451,-418,57,1257,-809
2023-01-19,17,39172,42728,35884,1381,6545,20,13080,0,8,-610,-727,1003,-451,-523,117,1257,-637
2023-01-19,18,39450,42958,36156,1403,6545,318,13080,0,8,-584,-713,1003,-451,-529,120,1256,-623
2023-01-19,19,40019,43393,36738,1443,6545,1129,13080,0,6,-599,-678,1003,-451,-530,396,1256,-510
2023-01-19,20,39781,43137,36552,1482,6545,2234,13080,0,13,-589,-671,1003,-451,-529,407,1256,-503
2023-01-19,21,39605,42394,36354,1549,6545,3357,13080,0,12,-223,-469,1003,-451,-529,270,1257,-505
2023-01-19,22,39143,41884,36006,1616,6545,3822,13080,0,11,-200,-448,1002,-451,-530,266,1256,-501
2023-01-19,23,38503,40987,35466,1721,6545,4395,13080,0,9,-309,-198,1003,-451,-529,535,1256,-388
2023-01-19,24,37731,40211,34686,1826,6545,4796,13080,0,8,-318,-190,1003,-451,-529,545,1256,-384
2023-01-19,25,37151,40368,34141,1937,6545,4761,13080,0,11,-580,-533,1003,-451,-530,229,1256,-512
2023-01-19,26,37050,40328,34123,2047,6545,4695,13080,0,7,-599,-561,1003,-451,-530,216,1256,-530
2023-01-19,27,36772,40705,33861,2074,6545,4581,13080,0,6,-786,-711,1003,-451,-530,166,1257,-849
2023-01-19,28,36466,40449,33648,2100,6545,4116,13080,0,5,-801,-725,1003,-451,-530,165,1257,-871
2023-01-19,29,36201,40444,33497,2101,6545,3511,13080,0,7,-918,-818,1003,-451,-530,229,1256,-919
2023-01-19,30,36443,40691,33682,2101,6545,2672,13080,0,10,-921,-821,1003,-451,-529,232,1256,-916
2023-01-19,31,37358,41169,34496,2038,6545,1644,13080,0,10,-782,-708,610,-451,-530,216,1257,-730
2023-01-19,32,38584,42355,35565,1975,6545,610,13080,0,7,-767,-693,549,-447,-530,215,1257,-727
2023-01-19,33,39851,43248,36717,1985,6545,59,13080,0,6,-440,-462,235,-353,-530,203,1256,-1006
2023-01-19,34,41351,44672,37987,1994,6545,0,13080,0,2,-419,-446,241,-300,-530,202,1256,-1024
2023-01-19,35,42679,46062,39123,2035,6545,0,13080,0,3,-347,-451,855,-429,-530,99,1257,-1023
2023-01-19,36,43072,46467,39533,2076,6545,0,13080,0,3,-341,-447,890,-451,-530,95,1257,-1023
2023-01-19,37,42953,46029,39486,2106,6545,0,13080,0,3,-135,-258,1001,-451,-530,-76,1257,-1023
2023-01-19,38,42554,45594,39188,2136,6545,0,13080,0,5,-117,-233,1003,-451,-529,-82,1246,-1023
2023-01-19,39,41645,44308,38435,2148,6545,0,13080,0,12,205,214,1003,-451,-530,-59,1112,-1011
2023-01-19,40,40480,43133,37330,2160,6545,0,13080,0,8,207,237,1003,-451,-530,-57,1095,-1007
2023-01-19,41,39008,42180,35934,2166,6545,0,13080,0,7,-657,-52,1002,-451,-530,282,1095,-875
2023-01-19,42,37656,40875,34694,2172,6545,0,13080,0,7,-708,-71,1003,-451,-512,295,1095,-870
2023-01-19,43,36004,38822,33193,2147,6545,0,13080,0,6,-398,-39,898,-417,-382,11,1095,-976
2023-01-19,44,34118,36842,31484,2122,6545,0,13080,0,7,-390,-60,893,-400,-283,0,1095,-984
2023-01-19,45,31985,36010,29514,2107,6545,0,13080,0,11,-888,-878,787,-269,-138,-221,1095,-1020
2023-01-19,46,30173,34438,27814,2091,6545,0,13080,0,43,-916,-929,783,-352,-178,-229,1106,-1018
2023-01-19,47,28387,33127,26114,2068,6545,0,13080,0,840,-741,-755,933,-445,-222,-283,1240,-854
2023-01-19,48,27142,32235,24947,2045,6545,0,13080,0,1096,-730,-746,940,-450,-342,-285,1257,-844
2023-01-20,1,26781,32147,24624,2051,6545,0,13080,0,1317,-742,-867,951,-450,-262,-285,1257,-843
2023-01-20,2,27304,32445,25154,2056,6545,0,13080,0,1247,-741,-873,951,-430,-121,-285,1257,-844
2023-01-20,3,26992,31813,24823,2025,6545,0,13080,0,1299,-632,-780,970,-450,-184,-56,1257,-820
2023-01-20,4,26319,31098,24169,1993,6545,0,13080,0,1297,-626,-764,971,-450,-186,-47,1257,-809
2023-01-20,5,26131,30117,23934,1955,6545,0,13080,0,1293,-530,-429,943,-450,-207,43,1257,-477
2023-01-20,6,25954,29808,23700,1917,6545,0,13080,0,1284,-525,-408,942,-449,-132,47,1257,-456
2023-01-20,7,25682,29867,23392,1846,6545,0,13080,0,1280,-668,-490,935,-451,-239,275,1257,-457
2023-01-20,8,25350,29572,23052,1775,6545,0,13080,0,1268,-680,-507,934,-451,-247,280,1256,-469
2023-01-20,9,25041,30425,22758,1678,6545,0,13080,0,1260,-837,-898,780,-451,-266,-175,1249,-897
2023-01-20,10,25018,30360,22716,1581,6545,0,13080,0,1249,-850,-928,777,-425,-160,-202,1235,-928
2023-01-20,11,25592,30990,23233,1504,6545,0,13080,0,629,-1013,-1020,425,-301,-23,-797,1066,-1015
2023-01-20,12,26674,32020,24188,1426,6545,0,13080,0,553,-1024,-1027,395,-298,0,-825,1016,-1019
2023-01-20,13,29706,34602,26969,1337,6545,0,13080,0,101,-1025,-1027,2,-307,0,-909,642,-927
2023-01-20,14,32333,37059,29363,1247,6545,0,13080,0,12,-1022,-1024,0,-252,0,-901,580,-915
2023-01-20,15,35431,39143,32143,1192,6545,0,13080,0,53,-867,-870,437,-362,-29,-244,378,-687
2023-01-20,16,37307,40787,33772,1137,6545,0,13080,0,8,-848,-852,496,-297,-10,-209,382,-656
2023-01-20,17,38961,41098,35242,1092,6545,42,13080,0,7,-375,-570,639,-400,-104,171,755,-81
2023-01-20,18,39085,41033,35279,1047,6545,549,13080,0,11,-346,-535,648,-381,-33,182,825,-42
2023-01-20,19,39453,41251,35528,1035,6545,1664,13080,0,10,-342,19,890,-449,-134,-263,1128,29
2023-01-20,20,39508,41335,35525,1023,6545,2705,13080,0,7,-342,47,902,-450,-146,-282,1171,44
2023-01-20,21,38725,40779,34696,1004,6545,3479,13080,0,7,-331,-310,627,-450,-21,-335,1247,421
2023-01-20,22,37943,40084,33936,984,6545,4046,13080,0,7,-338,-340,619,-450,-70,-336,1241,442
2023-01-20,23,37112,39392,33121,984,6545,4506,13080,0,7,-665,-529,375,-382,-6,-91,1045,341
2023-01-20,24,36657,38888,32682,984,6545,5007,13080,0,5,-680,-541,373,-323,0,-82,1023,322
2023-01-20,25,36875,39009,32972,965,6545,5244,13080,0,6,-503,-517,245,-385,-12,122,1047,-111
2023-01-20,26,36678,38908,32812,946,6545,5100,13080,0,7,-494,-507,243,-427,-50,128,1036,-145
2023-01-20,27,36424,38627,32589,905,6545,4720,13080,0,7,-718,-197,491,-309,0,128,872,-372
2023-01-20,28,35875,38103,32096,863,6545,4206,13080,0,7,-721,-164,492,-349,0,128,847,-387
2023-01-20,29,35750,37444,32035,814,6545,3627,13080,0,7,-281,291,216,-236,0,-169,782,-401
2023-01-20,30,36213,37813,32519,764,6545,2800,13080,0,9,-221,319,215,-200,0,-180,752,-390
2023-01-20,31,37149,38189,33417,744,6545,1722,13080,0,8,800,206,563,-325,0,-107,477,24
2023-01-20,32,38270,39238,34503,723,6545,615,13080,0,7,869,196,603,-261,0,-100,467,58
2023-01-20,33,39644,40587,35764,733,6545,61,13080,0,6,464,89,698,-337,0,391,766,303
2023-01-20,34,40905,41786,36853,743,6545,0,13080,0,2,448,90,703,-263,-16,413,832,324
2023-01-20,35,42657,43751,38466,776,6545,0,13080,0,2,845,379,839,-367,-125,584,1205,486
2023-01-20,36,42481,43570,38353,808,6545,0,13080,0,1,865,403,844,-448,-40,590,1251,489
2023-01-20,37,41951,42941,37958,861,6545,0,13080,0,3,862,573,932,-387,0,554,1256,254
2023-01-20,38,41387,42326,37484,914,6545,0,13080,0,6,863,591,937,-309,-24,553,1246,250
2023-01-20,39,40880,41648,37242,971,6545,0,13080,0,10,914,824,1001,-158,0,599,1112,675
2023-01-20,40,39821,40492,36320,1027,6545,0,13080,0,15,909,827,1003,-56,0,601,1095,691
2023-01-20,41,38154,38766,34760,1077,6545,0,13080,0,12,573,349,995,67,0,459,1095,273
2023-01-20,42,36802,37409,33590,1126,6545,0,13080,0,7,551,318,993,110,0,454,1095,243
2023-01-20,43,35540,36147,32513,1173,6545,0,13080,0,7,493,373,1002,227,19,545,1095,136
2023-01-20,44,33897,34503,31093,1220,6545,0,13080,0,6,482,362,995,207,0,547,1095,136
2023-01-20,45,32148,32888,29523,1263,6545,0,13080,0,1,25,-139,759,323,0,520,1095,370
2023-01-20,46,30662,31419,28124,1305,6545,0,13080,0,5,18,-152,759,312,0,519,1106,380
2023-01-20,47,29046,29713,26655,1325,6545,0,13080,0,5,741,636,871,235,-62,523,1241,196
2023-01-20,48,27833,28595,25565,1344,6545,0,13080,0,7,787,688,875,86,-155,524,1257,194
2023-01-21,1,27337,28013,25193,1361,6545,0,13080,0,8,711,601,920,-35,-33,637,1257,566
2023-01-21,2,27819,28432,25714,1378,6545,0,13080,0,13,710,599,922,55,0,640,1257,592
2023-01-21,3,27412,28617,25371,1386,6545,0,13080,0,605,956,745,1000,11,0,723,1257,653
2023-01-21,4,26622,28152,24692,1394,6545,0,13080,0,903,968,750,1003,-27,0,725,1257,653
2023-01-21,5,26086,27584,24223,1401,6545,0,13080,0,898,932,578,1002,0,0,826,1257,516
2023-01-21,6,25840,27349,23984,1408,6545,0,13080,0,909,929,565,1002,0,0,830,1257,505
2023-01-21,7,25376,26924,23567,1439,6545,0,13080,0,948,712,506,942,0,0,763,1257,438
2023-01-21,8,24967,26515,23193,1470,6545,0,13080,0,948,702,497,941,0,0,760,1257,432
2023-01-21,9,24569,26119,22893,1489,6545,0,13080,0,950,703,315,862,56,0,730,1257,368
2023-01-21,10,24404,25953,22758,1507,6545,0,13080,0,949,696,300,859,124,0,728,1245,371
2023-01-21,11,24449,25936,22798,1523,6545,0,13080,0,887,376,209,765,136,58,428,1095,642
2023-01-21,12,24858,26165,23134,1538,6545,0,13080,0,707,359,208,764,168,12,417,1086,650
2023-01-21,13,26231,26902,24409,1537,6545,0,13080,0,71,591,402,863,64,0,455,1208,317
2023-01-21,14,27410,28022,25522,1535,6545,0,13080,0,12,589,404,866,87,0,456,1225,291
2023-01-21,15,28966,29578,26938,1564,6545,0,13080,0,9,37,-3,710,237,0,395,1253,136
2023-01-21,16,30057,30684,27934,1593,6545,0,13080,0,6,14,-21,703,374,64,392,1256,134
2023-01-21,17,31862,32469,29625,1618,6545,45,13080,0,7,529,315,703,400,55,485,1256,430
2023-01-21,18,33018,33624,30723,1642,6545,499,13080,0,6,566,351,704,381,162,489,1257,461
2023-01-21,19,34461,35066,32048,1694,6545,1431,13080,0,5,982,822,991,258,71,795,1257,873
2023-01-21,20,34631,35239,32131,1745,6545,2316,13080,0,8,1005,856,1003,241,0,807,1256,900
2023-01-21,21,34428,35035,31814,1756,6545,3013,13080,0,7,1005,920,870,112,0,683,1256,901
2023-01-21,22,34000,34607,31309,1766,6545,3533,13080,0,7,1001,922,858,3,0,679,1257,898
2023-01-21,23,33288,33963,30573,1781,6545,4022,13080,0,7,734,799,638,-68,0,546,1257,826
2023-01-21,24,32792,33503,30062,1796,6545,4340,13080,0,7,720,792,638,-104,0,542,1257,815
